home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Atlético Goianiense,SC Internacional,1,2,19 de setembro de 2022 20:00,Estádio Antônio Accioly,5.185,Edina Alves Batista,"[{""player"": ""William Klaus"", ""minute"": ""5'""}, {""player"": ""Rhaldney Norberto Simi\u00e3o Gomes"", ""minute"": ""58'""}, {""player"": ""Ricardo Viana Filho"", ""minute"": ""81'""}]",[],"[{""player"": ""Diego Chur\u00edn Puyo"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Fabricio Tom\u00e1s Bustos Sein"", ""minute"": ""10'""}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""77'""}]",[],"[{""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Henrique Konzen Medina da Silva"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3m8fnj1wgtorl33ls7zvfsutw
Club Athletico Paranaense,Cuiabá EC,2,2,18 de setembro de 2022 19:00,Arena da Baixada,16.524,Anderson Daronco,"[{""player"": ""Vitor Hugo Roque Ferreira"", ""minute"": ""1'""}, {""player"": ""Hugo Moura Arruda da Silva"", ""minute"": ""67'""}, {""player"": ""Pedro Henrique Azevedo Pereira"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Tom\u00e1s Esteban Cuello"", ""minute"": ""35'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""45+4'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""40'""}, {""player"": ""Camilo Reijers de Oliveira"", ""minute"": ""43'""}]",[],"[{""player"": ""Rodrigo Eduardo Costa Marinho"", ""minute"": ""8'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""45+1'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3mfjbx76al8tr7pntopsbvehg
SE Palmeiras,Santos FC Sao Paulo,1,0,18 de setembro de 2022 18:30,Allianz Parque,40.337,Wilton Pereira Sampaio,"[{""player"": ""Jos\u00e9 Rafael Vivian"", ""minute"": ""55'""}, {""player"": ""Gabriel Vinicius Menino"", ""minute"": ""75'""}, {""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""90+1'""}, {""player"": ""Abel Ferreira"", ""minute"": ""90+1'""}]","[{""player"": ""Danilo dos Santos de Oliveira"", ""minute"": ""60'""}]","[{""player"": ""Miguel \u00c1ngel Merentiel Serrano"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Vinicius Nelson de Souza Zanocelo"", ""minute"": ""35'""}, {""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""45+1'""}, {""player"": ""Yeferson Julio Soteldo Mart\u00ednez"", ""minute"": ""71'""}, {""player"": ""Guilherme de Aguiar Camacho"", ""minute"": ""90+5'""}]",[],[],"[{""player"": ""Abel Ferreira"", ""minute"": ""90+2'""}]",[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3luokrfxqhu5vmenwwd4ipe6s
EC Juventude,Fortaleza EC,1,1,18 de setembro de 2022 18:00,Alfredo Jaconi,2.144,Dyorgines José Padovani Andrade,"[{""player"": ""Jonathan Doin"", ""minute"": ""19'""}, {""player"": ""Vitor Mendes Alves"", ""minute"": ""86'""}]",[],"[{""player"": ""Vitor Gabriel Claudino Rego Ferreira"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Lucas Pacheco Affini"", ""minute"": ""41'""}, {""player"": ""Robson dos Santos Fernandes"", ""minute"": ""62'""}, {""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""66'""}]",[],"[{""player"": ""Jonathan Doin"", ""minute"": ""44'"", ""cont"": 1, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3m1gwnj5tt9gttgyf0zzo03kk
América FC (Minas Gerais),SC Corinthians Paulista,1,0,18 de setembro de 2022 18:00,Estádio Raimundo Sampaio,6.416,Bruno Arleu de Araújo,"[{""player"": ""Mart\u00edn Nicol\u00e1s Ben\u00edtez"", ""minute"": ""51'""}]",[],"[{""player"": ""Ad\u00edlson dos Anjos Oliveira"", ""minute"": ""77'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Raul Gustavo Pereira Bicalho"", ""minute"": ""51'""}, {""player"": ""Bruno M\u00e9ndez Cittadini"", ""minute"": ""68'""}, {""player"": ""Roni Medeiros de Moura"", ""minute"": ""71'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3lk87qan025jnp9afm7k0qpzo
CR Flamengo,Fluminense FC,1,2,18 de setembro de 2022 16:00,Estádio Jornalista Mário Filho (Maracanã),55.170,Raphael Claus,"[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""68'""}]","[{""player"": ""M\u00e1rio S\u00e9rgio Santos Costa"", ""minute"": ""86'""}, {""player"": ""Everton Sousa Soares"", ""minute"": ""90'""}]","[{""player"": ""Gabriel Barbosa Almeida"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""David Braz de Oliveira Filho"", ""minute"": ""6'""}, {""player"": ""Andr\u00e9 Trindade da Costa Neto"", ""minute"": ""21'""}, {""player"": ""F\u00e1bio Deivson Lopes Maciel"", ""minute"": ""67'""}, {""player"": ""Nathan Allan de Souza"", ""minute"": ""80'""}, {""player"": ""Samuel Xavier Brito"", ""minute"": ""81'""}]","[{""player"": ""Manoel Messias Silva Carvalho"", ""minute"": ""86'""}, {""player"": ""Caio Fernando de Oliveira"", ""minute"": ""90'""}]","[{""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Nathan Allan de Souza"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""David Braz de Oliveira Filho"", ""minute"": ""6'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3lnpqzl1jgj946lhabkg682s4
Ceará SC,São Paulo FC,0,2,18 de setembro de 2022 16:00,Castelão,43.000,Maguielson Lima Barbosa,"[{""player"": ""Jo\u00e3o Ricardo Riedi"", ""minute"": ""37'""}, {""player"": ""Jo\u00e3o Alves de Assis Silva"", ""minute"": ""45+4'""}, {""player"": ""Gabriel Santos Cordeiro Lacerda"", ""minute"": ""60'""}, {""player"": ""Severino do Ramo Clementino da Silva"", ""minute"": ""79'""}, {""player"": ""Richard de Oliveira Costa"", ""minute"": ""90+1'""}]","[{""player"": ""Luiz Ot\u00e1vio Anacleto Leandro"", ""minute"": ""39'""}, {""player"": ""Jos\u00e9 Roberto Assun\u00e7\u00e3o de Ara\u00fajo Filho"", ""minute"": ""85'""}]",[],"[{""player"": ""Rodrigo Nestor Bertalia"", ""minute"": ""29'""}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""29'""}]",[],"[{""player"": ""Jonathan Calleri"", ""minute"": ""23'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Nahuel Lautaro Bustos"", ""minute"": ""90+3'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3m4ugssyo723c1yvig4vzymms
Red Bull Bragantino,Goiás EC,1,1,18 de setembro de 2022 11:00,Nabizão,3.984,José Mendonça da Silva Jr.,[],[],"[{""player"": ""Alerrandro Barra Mansa Realino de Souza"", ""minute"": ""28'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Fellipe Ramos Ignez Bastos"", ""minute"": ""36'""}, {""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""56'""}, {""player"": ""Renato Barbosa dos Santos J\u00fanior"", ""minute"": ""59'""}, {""player"": ""Marcos Gabriel do Nascimento"", ""minute"": ""69'""}, {""player"": ""S\u00e1vio Ant\u00f4nio Alves"", ""minute"": ""73'""}]",[],"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 1}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3lr6sqd7oizeohi166rf0gtn8
Botafogo FR,Coritiba FBC,2,0,17 de setembro de 2022 19:00,Estádio Nilton Santos,15.080,Paulo Cesar Zanovelli da Silva,"[{""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""43'""}, {""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""51'""}]",[],"[{""player"": ""V\u00edctor Leandro Cuesta"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""79'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Luciano Cast\u00e1n da Silva"", ""minute"": ""37'""}, {""player"": ""R\u00f3bson Michael Signorini"", ""minute"": ""39'""}, {""player"": ""Warley Leandro da Silva"", ""minute"": ""66'""}, {""player"": ""Mat\u00edas Galarza Fonda"", ""minute"": ""81'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3ly2gtstrub7uzceys9yie784
Avai FC,Clube Atlético Mineiro,1,0,17 de setembro de 2022 16:30,Ressacada,10.816,André Luiz de Freitas Castro,"[{""player"": ""Bruno C\u00e9sar Pereira da Silva"", ""minute"": ""12'""}, {""player"": ""Bruno Cort\u00eas Barbosa"", ""minute"": ""46'""}, {""player"": ""Raniele Almeida Melo"", ""minute"": ""78'""}, {""player"": ""Gl\u00e9dson Ribeiro dos Santos"", ""minute"": ""86'""}, {""player"": ""Lisca"", ""minute"": ""90+8'""}]",[],"[{""player"": ""Guilherme Bissoli Campos"", ""minute"": ""54'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Jemerson de Jesus Nascimento"", ""minute"": ""15'""}, {""player"": ""Rubens Ant\u00f4nio Dias"", ""minute"": ""43'""}, {""player"": ""Nathanael Ananias da Silva"", ""minute"": ""53'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3mc3wz1h0ks4q02nuemg2wutw
Goiás EC,CR Flamengo,1,1,11 de setembro de 2022 19:00,Estádio Hailé Pinheiro (Serrinha),13.798,Ramon Abatti,"[{""player"": ""S\u00e1vio Ant\u00f4nio Alves"", ""minute"": ""45'""}, {""player"": ""Vin\u00edcius Santos Silva"", ""minute"": ""68'""}, {""player"": ""Ada\u00edlson Freire Pereira da Silva"", ""minute"": ""88'""}]",[],"[{""player"": ""Jackson Diego Ibraim Fagundes"", ""minute"": ""80'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Ayrton Lucas Dantas de Medeiros"", ""minute"": ""79'""}]",[],"[{""player"": ""Matheus Fran\u00e7a de Oliveira"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3l9rxfxs4no3zo8s005wu1jbo
São Paulo FC,SC Corinthians Paulista,1,1,11 de setembro de 2022 16:00,Morumbi,46.444,Marcelo de Lima Henrique,"[{""player"": ""\u00c9der Citadin Martins"", ""minute"": ""45+2'""}, {""player"": ""Jo\u00e3o Miranda de Souza Filho"", ""minute"": ""84'""}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""87'""}]",[],"[{""player"": ""\u00c9der Citadin Martins"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Carlos Gilberto do Nascimento Silva"", ""minute"": ""30'""}, {""player"": ""V\u00edtor Pereira"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""14'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3kqo1vzw982x0g449y4ki89w4
Coritiba FBC,Atlético Goianiense,2,0,11 de setembro de 2022 16:00,Couto Pereira,15.046,Vinicius Gonçalves Dias Araujo,"[{""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""55'""}, {""player"": ""R\u00f3bson Michael Signorini"", ""minute"": ""57'""}, {""player"": ""Natanael Moreira Milouski"", ""minute"": ""66'""}, {""player"": ""Adri\u00e1n Emmanuel Mart\u00ednez"", ""minute"": ""70'""}, {""player"": ""Rafael Lucas Cardoso dos Santos"", ""minute"": ""90+4'""}, {""player"": ""Gabriel Vasconcelos Ferreira"", ""minute"": ""90+5'""}]",[],"[{""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Fabr\u00edcio Daniel de Souza"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Wellington Soares da Silva"", ""minute"": ""49'""}, {""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""57'""}, {""player"": ""Willian Marlon Ferreira Moraes"", ""minute"": ""86'""}]","[{""player"": ""Eduardo Baptista"", ""minute"": ""85'""}, {""player"": ""Jorge de Moura Xavier"", ""minute"": ""90+6'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3lgqlxon19ogr8oy7h0obwmqc
Botafogo FR,América FC (Minas Gerais),0,0,11 de setembro de 2022 11:00,Estádio Nilton Santos,32.286,José Mendonça da Silva Jr.,"[{""player"": ""Jo\u00e3o Victor Santos S\u00e1"", ""minute"": ""64'""}]",[],[],"[{""player"": ""Leandro Emmanuel Mart\u00ednez"", ""minute"": ""23'""}, {""player"": ""Henrique Almeida Caixeta Nascentes"", ""minute"": ""36'""}, {""player"": ""Lucas Kal Schenfeld Prigioli"", ""minute"": ""78'""}, {""player"": ""Marlon Matheus Lopes do Nascimento"", ""minute"": ""83'""}, {""player"": ""Alo\u00edsio dos Santos Gon\u00e7alves"", ""minute"": ""87'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3kxt163wt05f9smsl7auvyo7o
Avai FC,Club Athletico Paranaense,1,1,11 de setembro de 2022 11:00,Ressacada,9.487,Paulo Cesar Zanovelli da Silva,"[{""player"": ""Rafael Vaz dos Santos"", ""minute"": ""57'""}, {""player"": ""Matheus Galdezani"", ""minute"": ""71'""}, {""player"": ""Jean Pyerre Casagrande Silveira Corr\u00eaa"", ""minute"": ""89'""}]",[],"[{""player"": ""William de Oliveira Pottker"", ""minute"": ""22'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Fernando Luiz Roza"", ""minute"": ""28'""}, {""player"": ""Vitor Hugo Naum dos Santos"", ""minute"": ""32'""}, {""player"": ""Alex Paulo Menezes Santana"", ""minute"": ""90+5'""}, {""player"": ""Bento Matheus Krepski"", ""minute"": ""90+7'""}]",[],"[{""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""48'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Vitor Hugo Naum dos Santos"", ""minute"": ""50'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3ld57grxdbi2shzw90884szdg
SE Palmeiras,EC Juventude,2,1,10 de setembro de 2022 21:00,Allianz Parque,39.337,Jefferson Ferreira de Moraes,[],[],"[{""player"": ""Ronielson da Silva Barbosa"", ""minute"": ""46'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Murilo Cerqueira Paim"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""34'""}, {""player"": ""Onitlasi J\u00fanior de Moraes Rodrigues"", ""minute"": ""73'""}, {""player"": ""Vitor Gabriel Claudino Rego Ferreira"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Guilherme Parede Pinheiro"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3ku1w64pr91m9cfqjggqfhtec
Fluminense FC,Fortaleza EC,2,1,10 de setembro de 2022 19:00,Estádio Jornalista Mário Filho (Maracanã),26.533,Paulo Roberto Alves Júnior,"[{""player"": ""Jhon Adolfo Arias Andrade"", ""minute"": ""66'""}]",[],"[{""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""11'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""58'""}, {""player"": ""Thiago Galhardo do Nascimento Rocha"", ""minute"": ""84'""}]",[],"[{""player"": ""Thiago Galhardo do Nascimento Rocha"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3kn79712dwg4i863wc8g5b2fo
SC Internacional,Cuiabá EC,1,0,10 de setembro de 2022 16:30,Beira-Rio,30.719,Maguielson Lima Barbosa,"[{""player"": ""Taison Barcellos Freda"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Alexandre Zurawski"", ""minute"": ""68'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Joaquim Henrique Pereira Silva"", ""minute"": ""7'""}, {""player"": ""Andr\u00e9 Lu\u00eds da Costa Alfredo"", ""minute"": ""36'""}, {""player"": ""Jo\u00e3o Pedro Vilardi Pinto"", ""minute"": ""58'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3l19bl9auynxnozp92pe6nu38
Ceará SC,Santos FC Sao Paulo,2,1,10 de setembro de 2022 16:30,Castelão,38.339,Braulio da Silva Machado,"[{""player"": ""Severino do Ramo Clementino da Silva"", ""minute"": ""10'""}, {""player"": ""Richardson Fernandes dos Santos"", ""minute"": ""37'""}, {""player"": ""Richard C\u00e2ndido Coelho"", ""minute"": ""39'""}, {""player"": ""Bruno de Jesus Pacheco"", ""minute"": ""76'""}]",[],"[{""player"": ""Guilherme Castilho Carvalho"", ""minute"": ""6'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jos\u00e9 Roberto Assun\u00e7\u00e3o de Ara\u00fajo Filho"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Eduardo Gabriel dos Santos Bauermann"", ""minute"": ""39'""}, {""player"": ""Lucas Pires Silva"", ""minute"": ""54'""}, {""player"": ""Guilherme de Aguiar Camacho"", ""minute"": ""61'""}]",[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3l6ktpqdakt0i11uzr4kpsff8
Clube Atlético Mineiro,Red Bull Bragantino,1,1,7 de setembro de 2022 17:00,Mineirão,34.941,Jean Pierre Goncalves Lima,"[{""player"": ""Ignacio Mart\u00edn Fern\u00e1ndez"", ""minute"": ""75'""}]",[],"[{""player"": ""Ademir da Silva Santos J\u00fanior"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""H\u00e9lio J\u00fanio Nunes de Castro"", ""minute"": ""14'""}, {""player"": ""Carlos Eduardo Ferreira de Souza"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Aderlan de Lima Silva"", ""minute"": ""31'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3kjw415ze0m38wcxlfheq5444
Santos FC Sao Paulo,Goiás EC,1,2,5 de setembro de 2022 20:00,Vila Belmiro,11.497,Anderson Daronco,"[{""player"": ""Horacio Gabriel Carabajal"", ""minute"": ""67'""}]",[],"[{""player"": ""Madson Ferreira dos Santos"", ""minute"": ""55'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Lu\u00eds Dialisson de Souza Alves"", ""minute"": ""87'""}, {""player"": ""S\u00e1vio Ant\u00f4nio Alves"", ""minute"": ""90'""}]",[],"[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""2'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3jzdw3n9jmj1gx95pi0q33u38
Cuiabá EC,São Paulo FC,1,1,4 de setembro de 2022 19:00,Arena Pantanal,33.050,Wagner do Nascimento Magalhaes,"[{""player"": ""Wanderson Ferreira de Oliveira"", ""minute"": ""11'""}, {""player"": ""Ant\u00f3nio Oliveira"", ""minute"": ""13'""}, {""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""31'""}, {""player"": ""Alan Pereira Empereur"", ""minute"": ""37'""}]",[],"[{""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""7'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""Nahuel Adolfo Ferraresi Hern\u00e1ndez"", ""minute"": ""4'""}, {""player"": ""Welington Damascena Santos"", ""minute"": ""45+5'""}]",[],"[{""player"": ""Luiz Gustavo Oliveira da Silva"", ""minute"": ""80'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Welington Damascena Santos"", ""minute"": ""54'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3kd5fn3au4xleauma9oremd5g
Atlético Goianiense,Clube Atlético Mineiro,0,2,4 de setembro de 2022 18:00,Estádio Antônio Accioly,7.083,Luiz Flávio de Oliveira,"[{""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""44'""}]",[],[],"[{""player"": ""Nathanael Ananias da Silva"", ""minute"": ""24'""}, {""player"": ""Federico Mat\u00edas Zaracho"", ""minute"": ""64'""}]",[],"[{""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""45+5'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""58'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3k9tcmobuv8ib7oiavjqxu3h0
Fortaleza EC,Botafogo FR,1,3,4 de setembro de 2022 16:00,Castelão,54.505,Ramon Abatti,"[{""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""49'""}]",[],"[{""player"": ""Mois\u00e9s Vieira da Veiga"", ""minute"": ""70'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Fernando Mar\u00e7al de Oliveira"", ""minute"": ""35'""}, {""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""46'""}]",[],"[{""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Carlos Eduardo de Oliveira Alves"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Fernando Mar\u00e7al de Oliveira"", ""minute"": ""64'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3k6f2ghy9vkgxoy9hcv48a68k
SC Corinthians Paulista,SC Internacional,2,2,4 de setembro de 2022 16:00,Neo Química Arena,41.423,Braulio da Silva Machado,"[{""player"": ""V\u00edctor Danilo Cantillo Jim\u00e9nez"", ""minute"": ""64'""}, {""player"": ""Fabi\u00e1n Cornelio Balbuena Gonz\u00e1lez"", ""minute"": ""81'""}]",[],"[{""player"": ""Fabi\u00e1n Cornelio Balbuena Gonz\u00e1lez"", ""minute"": ""13'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""19'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Daniel de Sousa Britto"", ""minute"": ""9'""}, {""player"": ""Carlos Mar\u00eda de Pena Bonino"", ""minute"": ""34'""}]",[],"[{""player"": ""Alexandre Zurawski"", ""minute"": ""1'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3jw0kzc2v54xy9jzgzxb48zkk
